tuner,source,acc,f1,precision,recall
gp,mn_v,0.9511111111111111,0.9509742373490725,0.9521814484847985,0.9511111111111111
hb,mn_v,0.9777777777777777,0.9776357403335085,0.9781927208593876,0.9777777777777777
hb,mn_v,0.9555555555555556,0.9549300318504336,0.957051982870961,0.9555555555555556
hb,mn_v,0.9555555555555556,0.9555223374103089,0.9566199180209711,0.9555555555555556
hb,mn_v,0.9666666666666667,0.9665492339021376,0.9672968648296102,0.9666666666666667
hb,mn_v,0.9666666666666667,0.9668624705225586,0.9679670615877703,0.9666666666666667
hb,mn_v,0.9688888888888889,0.9689174259557451,0.969308780127088,0.9688888888888889
hb,mn_v,0.9688888888888889,0.9688865689358546,0.9692964450222287,0.9688888888888889
hb,mn_v,0.9711111111111111,0.9712043431739386,0.9715462962962964,0.9711111111111111
hb,mn_v,0.9644444444444444,0.964431285491797,0.9651098690085739,0.9644444444444444
hb,mn_v,0.9555555555555556,0.9553166168732733,0.955953525024282,0.9555555555555556
hb,mn_v,0.9555555555555556,0.9556027219698732,0.9570369106516374,0.9555555555555556
hb,mn_v,0.96,0.9599372366081071,0.9606654214245335,0.96
hb,mn_v,0.9444444444444444,0.9444656790525174,0.9452062315820032,0.9444444444444444
hb,mn_v,0.9644444444444444,0.9644708037297606,0.9652143774554579,0.9644444444444444
hb,mn_v,0.9511111111111111,0.9511862655622519,0.9527373737373738,0.9511111111111111
hb,mn_v,0.96,0.9601582519093913,0.9614719192317536,0.96
hb,mn_v,0.9688888888888889,0.9688782996178826,0.969517505523724,0.9688888888888889
hb,mn_v,0.9622222222222222,0.9620928381503578,0.9628039118130118,0.9622222222222222
hb,mn_v,0.9777777777777777,0.9778683015815837,0.9781958876948524,0.9777777777777777
hb,mn_v,0.9577777777777777,0.9577488065025233,0.9584334124925418,0.9577777777777777
hb,mn_v,0.9755555555555555,0.9754932596880163,0.9758292337737294,0.9755555555555555
hb,mn_v,0.9422222222222222,0.9421214582762802,0.9432729684347961,0.9422222222222222
hb,mn_v,0.9577777777777777,0.9577272771174588,0.9586127796710315,0.9577777777777777
hb,mn_v,0.9577777777777777,0.9576222845667781,0.9583218672665826,0.9577777777777777
hb,mn_v,0.9733333333333334,0.9734140514358122,0.9739191886345362,0.9733333333333334
hb,mn_v,0.9622222222222222,0.9619928799817502,0.9638093157912769,0.9622222222222222
hb,mn_v,0.9644444444444444,0.9646453915660784,0.9656337038913405,0.9644444444444444
hb,mn_v,0.9688888888888889,0.9688990908877799,0.9697698049209438,0.9688888888888889
hb,mn_v,0.9688888888888889,0.9688179401382702,0.9698016445732931,0.9688888888888889
hb,mn_v,0.9555555555555556,0.955482921777652,0.9557839332035274,0.9555555555555556
hb,mn_v,0.9577777777777777,0.9575547067802274,0.9579548663726161,0.9577777777777777
hb,mn_v,0.9733333333333334,0.9733531552382172,0.9737144816444846,0.9733333333333334
hb,mn_v,0.9533333333333334,0.9533173957620542,0.9539449609971878,0.9533333333333334
rs,mn_b,0.7444444444444445,0.7436191681897076,0.7585267842732364,0.7444444444444445
rs,mn_b,0.7777777777777778,0.7749298275761524,0.7791178644679126,0.7777777777777778
rs,mn_b,0.7177777777777777,0.7116776782902166,0.7227341500747695,0.7177777777777777
rs,mn_b,0.7622222222222222,0.7622248640693882,0.7742414455750529,0.7622222222222222
rs,mn_b,0.7288888888888889,0.7232786097560238,0.7257755047782776,0.7288888888888889
rs,mn_b,0.7355555555555555,0.7340796385167075,0.7366296564383238,0.7355555555555555
rs,mn_b,0.7422222222222222,0.7389922040014147,0.7486463306318698,0.7422222222222222
rs,mn_b,0.7355555555555555,0.7327795812214433,0.7533883815376697,0.7355555555555555
rs,mn_b,0.7933333333333333,0.7926903439174876,0.7944028124069611,0.7933333333333333
rs,mn_b,0.72,0.7197721232136479,0.7278418269606066,0.72
rs,mn_b,0.72,0.7198978017075481,0.7262748083185657,0.72
rs,mn_b,0.7488888888888889,0.7465927939902559,0.7527241745522396,0.7488888888888889
rs,mn_b,0.7711111111111111,0.7704190881153394,0.7794017473680216,0.7711111111111111
rs,mn_b,0.7466666666666667,0.7433798266985675,0.7572701551115807,0.7466666666666667
rs,mn_b,0.7666666666666667,0.7656370924262765,0.7747058571579756,0.7666666666666667
rs,mn_b,0.7488888888888889,0.7448542144303678,0.7495000412295028,0.7488888888888889
rs,mn_b,0.7444444444444445,0.7402927328153213,0.7448287195120527,0.7444444444444445
rs,mn_b,0.7755555555555556,0.7742963742901587,0.7815289520853637,0.7755555555555556
rs,mn_b,0.7311111111111112,0.7310609562265861,0.744808791549581,0.7311111111111112
rs,mn_b,0.7311111111111112,0.7299785770163066,0.7384654501721605,0.7311111111111112
rs,mn_b,0.7644444444444445,0.7626186955996002,0.766033763643018,0.7644444444444445
rs,mn_b,0.7355555555555555,0.7339930149192029,0.7359740459793477,0.7355555555555555
rs,mn_b,0.7511111111111111,0.7516181831056865,0.7571694555434185,0.7511111111111111
rs,mn_b,0.7444444444444445,0.7399316523880111,0.746760268615939,0.7444444444444445
rs,mn_b,0.78,0.7788512783850099,0.7827999058619145,0.78
rs,mn_b,0.7533333333333333,0.7512839066683672,0.7519374616330252,0.7533333333333333
rs,mn_b,0.7311111111111112,0.7273252166992838,0.7383194190990784,0.7311111111111112
rs,mn_b,0.7711111111111111,0.7713679456282514,0.7821031588567584,0.7711111111111111
rs,mn_b,0.7644444444444445,0.7643759289596531,0.7707471389778898,0.7644444444444445
rs,mn_b,0.7666666666666667,0.7678242389340042,0.7733987131085084,0.7666666666666667
rs,mn_b,0.7088888888888889,0.7073635434663963,0.7177992681908716,0.7088888888888889
rs,mn_b,0.76,0.7590891223707611,0.7632500566665351,0.76
rs,mn_b,0.7355555555555555,0.732232693297021,0.7380354898309192,0.7355555555555555
gp,mn_b,0.7466666666666667,0.7451764459485635,0.753156428844051,0.7466666666666667
gp,mn_b,0.7777777777777778,0.7768564597858292,0.7856390961442195,0.7777777777777778
gp,mn_b,0.7311111111111112,0.7286462300747739,0.7306249885831329,0.7311111111111112
gp,mn_b,0.74,0.738964045655764,0.74643879705696,0.74
gp,mn_b,0.7088888888888889,0.7026256982982922,0.7104192922905661,0.7088888888888889
gp,mn_b,0.7155555555555555,0.7168040216788414,0.7295953085768886,0.7155555555555555
gp,mn_b,0.7444444444444445,0.7437220530136586,0.7538923055402922,0.7444444444444445
gp,mn_b,0.72,0.7196004905047032,0.7257320876521228,0.72
gp,mn_b,0.7777777777777778,0.7775410584841655,0.7872707148966933,0.7777777777777778
gp,mn_b,0.7222222222222222,0.7225085158960952,0.727551126650194,0.7222222222222222
gp,mn_b,0.7266666666666667,0.727908035499624,0.7411946482755092,0.7266666666666667
gp,mn_b,0.7622222222222222,0.7593003116922316,0.7618369033731406,0.7622222222222222
gp,mn_b,0.7733333333333333,0.7721592570979351,0.7749693094637562,0.7733333333333333
gp,mn_b,0.7088888888888889,0.7078629649642543,0.7189036728218668,0.7088888888888889
gp,mn_b,0.7866666666666666,0.7867737734315878,0.7888060069166452,0.7866666666666666
gp,mn_b,0.7511111111111111,0.7483583823103367,0.7555064276319179,0.7511111111111111
gp,mn_b,0.7377777777777778,0.7359576895060418,0.7429094812844301,0.7377777777777778
gp,mn_b,0.7533333333333333,0.7520609406267733,0.7557013369020746,0.7533333333333333
gp,mn_b,0.7333333333333333,0.7308041752296981,0.7368463578827015,0.7333333333333333
gp,mn_b,0.7466666666666667,0.747139999695653,0.7574755775780544,0.7466666666666667
gp,mn_b,0.7755555555555556,0.7741355222571377,0.775172745328434,0.7755555555555556
gp,mn_b,0.7555555555555555,0.7540255841798698,0.7630301316409484,0.7555555555555555
gp,mn_b,0.7511111111111111,0.7502444672172984,0.751787886758923,0.7511111111111111
gp,mn_b,0.7266666666666667,0.7265170502496773,0.7354417574019637,0.7266666666666667
gp,mn_b,0.7866666666666666,0.7857017638827756,0.7901903174137064,0.7866666666666666
gp,mn_b,0.7622222222222222,0.7595212744422671,0.761197027209427,0.7622222222222222
gp,mn_b,0.6933333333333334,0.690805359489435,0.6953562871642948,0.6933333333333334
gp,mn_b,0.7888888888888889,0.7895691928840352,0.7986442375309217,0.7888888888888889
gp,mn_b,0.7555555555555555,0.7527510026856352,0.757726797682566,0.7555555555555555
gp,mn_b,0.7777777777777778,0.7770348245912972,0.780766660456593,0.7777777777777778
gp,mn_b,0.7622222222222222,0.7627707916281926,0.7674425785314587,0.7622222222222222
gp,mn_b,0.7444444444444445,0.7417386531545384,0.7512360502046037,0.7444444444444445
gp,mn_b,0.7244444444444444,0.7229671668645303,0.7275227350600532,0.7244444444444444
hb,mn_b,0.8133333333333334,0.8135164633721633,0.8190823092208065,0.8133333333333334
hb,mn_b,0.8088888888888889,0.8051006057062384,0.8106470062246732,0.8088888888888889
hb,mn_b,0.7533333333333333,0.7521461493747782,0.7552206928438012,0.7533333333333333
hb,mn_b,0.7888888888888889,0.7862811353187028,0.7935635122735963,0.7888888888888889
hb,mn_b,0.7333333333333333,0.7310563379329067,0.7403050082612326,0.7333333333333333
hb,mn_b,0.7377777777777778,0.7373255075360979,0.7421108702437024,0.7377777777777778
hb,mn_b,0.7911111111111111,0.790785809592984,0.7971668421711131,0.7911111111111111
hb,mn_b,0.7822222222222223,0.7833035756585496,0.7875255605872078,0.7822222222222223
hb,mn_b,0.7711111111111111,0.7739170075392058,0.7890283137381909,0.7711111111111111
hb,mn_b,0.7733333333333333,0.7722492524883771,0.7751205909128323,0.7733333333333333
hb,mn_b,0.7822222222222223,0.783643936262126,0.7897366104641834,0.7822222222222223
hb,mn_b,0.7644444444444445,0.7619557965997077,0.764647267479773,0.7644444444444445
hb,mn_b,0.8,0.7997419617472964,0.8042382796424764,0.8
hb,mn_b,0.7733333333333333,0.7705092718293152,0.7767217855620633,0.7733333333333333
hb,mn_b,0.7933333333333333,0.7956839983731054,0.8067083415651815,0.7933333333333333
hb,mn_b,0.7888888888888889,0.7895041294409821,0.7945389377379375,0.7888888888888889
hb,mn_b,0.7911111111111111,0.7935893454496449,0.802930491516069,0.7911111111111111
hb,mn_b,0.7977777777777778,0.7970014326277073,0.8057810235559155,0.7977777777777778
hb,mn_b,0.7755555555555556,0.774566337489578,0.7824330006198004,0.7755555555555556
hb,mn_b,0.7666666666666667,0.7666516281857992,0.7757988578147308,0.7666666666666667
hb,mn_b,0.7955555555555556,0.7952005081733862,0.8006368302668386,0.7955555555555556
hb,mn_b,0.7377777777777778,0.7365362000011694,0.7429816005194373,0.7377777777777778
hb,mn_b,0.7422222222222222,0.7448876490229461,0.7543918128805404,0.7422222222222222
hb,mn_b,0.7666666666666667,0.7642081124695957,0.7719599779513305,0.7666666666666667
hb,mn_b,0.8155555555555556,0.8154496076798572,0.8221913678256227,0.8155555555555556
hb,mn_b,0.7844444444444445,0.7827080284826371,0.7900067503965689,0.7844444444444445
hb,mn_b,0.7533333333333333,0.7507174247770264,0.7582266910666585,0.7533333333333333
hb,mn_b,0.8044444444444444,0.8048119928375589,0.8094383308566047,0.8044444444444444
hb,mn_b,0.7288888888888889,0.725340362478111,0.7276379213710787,0.7288888888888889
hb,mn_b,0.7777777777777778,0.779332870830618,0.7846765589319737,0.7777777777777778
hb,mn_b,0.7755555555555556,0.7757276667553354,0.7806341277995158,0.7755555555555556
hb,mn_b,0.7644444444444445,0.7644138529159126,0.7675143211515882,0.7644444444444445
hb,mn_b,0.7844444444444445,0.7831784016255713,0.7902701923362079,0.7844444444444445
rs,mn_r,0.8844444444444445,0.8841472698398459,0.8873848570076743,0.8844444444444445
rs,mn_r,0.8288888888888889,0.8281675249470795,0.8317113388944908,0.8288888888888889
rs,mn_r,0.8555555555555555,0.8540556090572601,0.8569899193832419,0.8555555555555555
rs,mn_r,0.8777777777777778,0.8768404035339206,0.8794424348670196,0.8777777777777778
rs,mn_r,0.8266666666666667,0.8254772628711776,0.8278194116522288,0.8266666666666667
rs,mn_r,0.86,0.8590006758333447,0.8597033362898665,0.86
rs,mn_r,0.8888888888888888,0.8894137087309305,0.89148596470804,0.8888888888888888
rs,mn_r,0.9,0.8995245775748193,0.9000435732280397,0.9
rs,mn_r,0.8466666666666667,0.8454135096449497,0.8494875598579327,0.8466666666666667
rs,mn_r,0.8488888888888889,0.8474435548697703,0.8512241254091044,0.8488888888888889
rs,mn_r,0.8555555555555555,0.8553965493909915,0.8585354462433206,0.8555555555555555
rs,mn_r,0.8511111111111112,0.8502658104861415,0.8543574071803863,0.8511111111111112
rs,mn_r,0.8711111111111111,0.8709790515361366,0.8752937043811542,0.8711111111111111
rs,mn_r,0.8422222222222222,0.842852856931485,0.8452622973392631,0.8422222222222222
rs,mn_r,0.8488888888888889,0.8463688256350227,0.8497381441949589,0.8488888888888889
rs,mn_r,0.8466666666666667,0.8463599830464377,0.8473130303488713,0.8466666666666667
rs,mn_r,0.8644444444444445,0.8644212799534319,0.8661573781350854,0.8644444444444445
rs,mn_r,0.8533333333333334,0.853240448429135,0.8545833081526574,0.8533333333333334
rs,mn_r,0.8688888888888889,0.8680356555808575,0.8711691232159225,0.8688888888888889
rs,mn_r,0.8577777777777778,0.8559314624990617,0.8579197012772809,0.8577777777777778
rs,mn_r,0.8822222222222222,0.8817280226044405,0.8852379690243903,0.8822222222222222
rs,mn_r,0.8444444444444444,0.8445892597148325,0.8461830999973382,0.8444444444444444
rs,mn_r,0.8733333333333333,0.8727189395833067,0.8729848707490778,0.8733333333333333
rs,mn_r,0.8177777777777778,0.8185897022742371,0.82526780924256,0.8177777777777778
rs,mn_r,0.8844444444444445,0.8846442421850449,0.8870483339526818,0.8844444444444445
rs,mn_r,0.8488888888888889,0.8481121324439163,0.8488658092336797,0.8488888888888889
rs,mn_r,0.8644444444444445,0.8640849775795884,0.8686164128838826,0.8644444444444445
rs,mn_r,0.8177777777777778,0.8165879353019901,0.8184975266815094,0.8177777777777778
rs,mn_r,0.8644444444444445,0.8637881178315705,0.8661247767715022,0.8644444444444445
rs,mn_r,0.8266666666666667,0.8271795798856041,0.8297426079390103,0.8266666666666667
rs,mn_r,0.8444444444444444,0.843927698107876,0.8464058204106387,0.8444444444444444
rs,mn_r,0.8488888888888889,0.8472033145905001,0.8497952149836209,0.8488888888888889
rs,mn_r,0.8622222222222222,0.8611481953782401,0.8628719632084021,0.8622222222222222
gp,mn_r,0.8688888888888889,0.8683113727807172,0.8692725462648905,0.8688888888888889
gp,mn_r,0.8422222222222222,0.8418982240903545,0.8466823512129946,0.8422222222222222
gp,mn_r,0.8666666666666667,0.8662107562899127,0.8746952219461618,0.8666666666666667
gp,mn_r,0.8844444444444445,0.8835801643872514,0.8865464031757072,0.8844444444444445
gp,mn_r,0.8777777777777778,0.8779627908934003,0.880891782553696,0.8777777777777778
gp,mn_r,0.8488888888888889,0.8491154813352686,0.852243524052589,0.8488888888888889
gp,mn_r,0.8822222222222222,0.8817289733186577,0.8826939810415422,0.8822222222222222
gp,mn_r,0.9222222222222223,0.9220464054141606,0.9232345993317557,0.9222222222222223
gp,mn_r,0.86,0.8584584215189635,0.8593193316382847,0.86
gp,mn_r,0.8711111111111111,0.8702289868566244,0.8705266741821732,0.8711111111111111
gp,mn_r,0.8644444444444445,0.8645232001150847,0.8667506513094748,0.8644444444444445
gp,mn_r,0.8644444444444445,0.8647874495241853,0.8670170932556437,0.8644444444444445
gp,mn_r,0.8822222222222222,0.8814194968877809,0.8817616236780251,0.8822222222222222
gp,mn_r,0.8644444444444445,0.8645498561268052,0.8668169953960809,0.8644444444444445
gp,mn_r,0.8533333333333334,0.8524611583201689,0.8536399950280247,0.8533333333333334
gp,mn_r,0.8577777777777778,0.8580515091743458,0.8624146566717604,0.8577777777777778
gp,mn_r,0.8822222222222222,0.8818146554313347,0.8846847389917066,0.8822222222222222
gp,mn_r,0.88,0.8808006682810169,0.8850963572426906,0.88
gp,mn_r,0.8733333333333333,0.8734104255059054,0.8743993209749289,0.8733333333333333
gp,mn_r,0.88,0.8792972167200455,0.8815599679818779,0.88
gp,mn_r,0.9,0.899684004278325,0.9006179476836481,0.9
gp,mn_r,0.8955555555555555,0.8952272756406806,0.8968814221632263,0.8955555555555555
gp,mn_r,0.8911111111111111,0.8902014856812871,0.8925885357697783,0.8911111111111111
gp,mn_r,0.8577777777777778,0.8582284914989682,0.8602688368939679,0.8577777777777778
gp,mn_r,0.8911111111111111,0.8911885879913158,0.8924398505131905,0.8911111111111111
gp,mn_r,0.8822222222222222,0.882192632619826,0.8855806721458894,0.8822222222222222
gp,mn_r,0.8911111111111111,0.8910663895293796,0.8922724851637895,0.8911111111111111
gp,mn_r,0.86,0.8591132393915573,0.8600442574550519,0.86
gp,mn_r,0.8822222222222222,0.8822214274425245,0.8848556820621061,0.8822222222222222
gp,mn_r,0.8622222222222222,0.8623180569176705,0.8649757684403433,0.8622222222222222
gp,mn_r,0.8755555555555555,0.8756868678337782,0.8769621529140226,0.8755555555555555
gp,mn_r,0.8622222222222222,0.8611149963461681,0.8630494704669163,0.8622222222222222
gp,mn_r,0.8822222222222222,0.8812486886936362,0.8813373743591134,0.8822222222222222
hb,mn_r,0.8622222222222222,0.8612965008239456,0.8642915327724934,0.8622222222222222
hb,mn_r,0.8244444444444444,0.8246057307015843,0.8286621587229711,0.8244444444444444
hb,mn_r,0.8555555555555555,0.8541861584296316,0.8571802327073225,0.8555555555555555
hb,mn_r,0.8888888888888888,0.8883237338578526,0.8889105144698609,0.8888888888888888
hb,mn_r,0.8222222222222222,0.821433498080155,0.8252818329362789,0.8222222222222222
hb,mn_r,0.8488888888888889,0.8487740046567147,0.8505170832525154,0.8488888888888889
hb,mn_r,0.8733333333333333,0.8722966765659038,0.8746242400037488,0.8733333333333333
hb,mn_r,0.8755555555555555,0.8755733126015656,0.8782749793343765,0.8755555555555555
hb,mn_r,0.8422222222222222,0.8415408932148818,0.8432788423097285,0.8422222222222222
hb,mn_r,0.84,0.8382685885730133,0.8389214903836841,0.84
hb,mn_r,0.8488888888888889,0.8481516278555848,0.8485415981285693,0.8488888888888889
hb,mn_r,0.8533333333333334,0.8527309312563003,0.856401506389327,0.8533333333333334
hb,mn_r,0.8577777777777778,0.856641771407265,0.8622652367712256,0.8577777777777778
hb,mn_r,0.8444444444444444,0.8446625246806758,0.8480912592032412,0.8444444444444444
hb,mn_r,0.8533333333333334,0.8514205817930313,0.8521938112191578,0.8533333333333334
hb,mn_r,0.8288888888888889,0.828475429446186,0.8325932326477139,0.8288888888888889
hb,mn_r,0.8777777777777778,0.8778900761893063,0.8800487390594345,0.8777777777777778
hb,mn_r,0.8577777777777778,0.8585805843953555,0.8601729698297269,0.8577777777777778
hb,mn_r,0.8555555555555555,0.854539187596327,0.8610096030044173,0.8555555555555555
hb,mn_r,0.8711111111111111,0.8700103697614624,0.8708712925482017,0.8711111111111111
hb,mn_r,0.8644444444444445,0.863618665286466,0.8659415906504931,0.8644444444444445
hb,mn_r,0.8622222222222222,0.8613410093103233,0.8615173416101565,0.8622222222222222
hb,mn_r,0.8777777777777778,0.8768581873248714,0.8791099023517771,0.8777777777777778
hb,mn_r,0.8622222222222222,0.8618832656119068,0.8637237820819957,0.8622222222222222
hb,mn_r,0.8688888888888889,0.8691825460518408,0.8729981559032702,0.8688888888888889
hb,mn_r,0.8555555555555555,0.8539315891891487,0.8582386681168194,0.8555555555555555
hb,mn_r,0.8533333333333334,0.8526050903822812,0.8556985188562934,0.8533333333333334
hb,mn_r,0.8466666666666667,0.8464587844476509,0.8496945794680495,0.8466666666666667
hb,mn_r,0.8555555555555555,0.8551475249342554,0.8567389427764212,0.8555555555555555
hb,mn_r,0.8444444444444444,0.8444818306706262,0.8474526454176019,0.8444444444444444
hb,mn_r,0.8355555555555556,0.8355522629146548,0.8383086027307729,0.8355555555555556
hb,mn_r,0.8488888888888889,0.8474115730777603,0.8512343063879986,0.8488888888888889
hb,mn_r,0.86,0.8598255223451154,0.8619115991064696,0.86
rs,mn_rb,0.36,0.3418521037442702,0.33417651574325136,0.36
rs,mn_rb,0.36,0.3379411727275227,0.3543427797662702,0.36
rs,mn_rb,0.43333333333333335,0.4145351457107357,0.41610975632340985,0.43333333333333335
rs,mn_rb,0.4222222222222222,0.4008990027947458,0.39975419640835463,0.4222222222222222
rs,mn_rb,0.3844444444444444,0.3567872969080975,0.35787180710230454,0.3844444444444444
rs,mn_rb,0.36444444444444446,0.32630217154940855,0.3472298182701408,0.36444444444444446
rs,mn_rb,0.4066666666666667,0.37845484410428526,0.38042789277782996,0.4066666666666667
rs,mn_rb,0.35555555555555557,0.3367505651576538,0.3530655493777473,0.35555555555555557
rs,mn_rb,0.36,0.33514634467693205,0.342644250637501,0.36
rs,mn_rb,0.39111111111111113,0.3784721707089117,0.382164836958562,0.39111111111111113
rs,mn_rb,0.37777777777777777,0.359247344680305,0.36106424020382827,0.37777777777777777
rs,mn_rb,0.36,0.34107163171467947,0.3456848794824027,0.36
rs,mn_rb,0.4177777777777778,0.40181805551423555,0.4092987587543315,0.4177777777777778
rs,mn_rb,0.38,0.35067409975776137,0.35380123666882757,0.38
rs,mn_rb,0.3844444444444444,0.3709881497578841,0.3775784706580671,0.3844444444444444
rs,mn_rb,0.38222222222222224,0.3677528309888505,0.38409544501459064,0.38222222222222224
rs,mn_rb,0.41555555555555557,0.3872676544478326,0.39381867659584124,0.41555555555555557
rs,mn_rb,0.38,0.36699761605683445,0.3646139493009446,0.38
rs,mn_rb,0.3488888888888889,0.32864490612173464,0.330392114382149,0.3488888888888889
rs,mn_rb,0.36666666666666664,0.3612532542057042,0.36441599599612445,0.36666666666666664
rs,mn_rb,0.3466666666666667,0.3345366972672458,0.3415796993595989,0.3466666666666667
rs,mn_rb,0.38222222222222224,0.3628576379851554,0.37509967466636246,0.38222222222222224
rs,mn_rb,0.3688888888888889,0.34845035766992616,0.35448448758145357,0.3688888888888889
rs,mn_rb,0.39111111111111113,0.36465609547571926,0.37566416515129236,0.39111111111111113
rs,mn_rb,0.35777777777777775,0.34274163253186474,0.39071726966759035,0.35777777777777775
rs,mn_rb,0.38,0.36146140093318585,0.3648641180820285,0.38
rs,mn_rb,0.36444444444444446,0.34366210029601846,0.34287393368033237,0.36444444444444446
rs,mn_rb,0.36666666666666664,0.3311876998303271,0.3204097124879108,0.36666666666666664
