tuner,source,score,n_conf,time
rs,mn_b,0.7319736510137356,30,321.08755350112915
rs,mn_b,0.7470746116155003,30,321.08755350112915
rs,mn_b,0.7493495648672734,30,321.08755350112915
rs,mn_b,0.7177192775251522,30,321.08755350112915
rs,mn_b,0.7250450886578728,30,321.08755350112915
rs,mn_b,0.7664105339727375,30,321.08755350112915
rs,mn_b,0.7499685955710673,30,321.08755350112915
rs,mn_b,0.7482309246424388,30,321.08755350112915
rs,mn_b,0.7290590266171668,30,321.08755350112915
rs,mn_b,0.7379832179678861,30,321.08755350112915
rs,mn_b,0.741530199383958,30,321.08755350112915
rs,mn_b,0.7506117261083837,30,321.08755350112915
rs,mn_b,0.7307066230261083,30,321.08755350112915
rs,mn_b,0.7435295457986995,30,321.08755350112915
rs,mn_b,0.7424889693086886,30,321.08755350112915
rs,mn_b,0.7365737651728186,30,321.08755350112915
rs,mn_b,0.7383177643716793,30,321.08755350112915
rs,mn_b,0.7679549984603431,30,321.08755350112915
rs,mn_b,0.751073051173963,30,321.08755350112915
gp,mn_b,0.7320437812375946,30,496.01210594177246
gp,mn_b,0.7432214202625003,30,496.01210594177246
gp,mn_b,0.7166430211491764,30,496.01210594177246
gp,mn_b,0.7257277518870133,30,496.01210594177246
gp,mn_b,0.7332007232907463,30,496.01210594177246
gp,mn_b,0.7366467011418776,30,496.01210594177246
gp,mn_b,0.7237490551187978,30,496.01210594177246
gp,mn_b,0.7368344556844104,30,496.01210594177246
gp,mn_b,0.74612724250466,30,496.01210594177246
gp,mn_b,0.7494513711624643,30,496.01210594177246
gp,mn_b,0.7309650705118027,30,496.01210594177246
gp,mn_b,0.7315762376502919,30,496.01210594177246
gp,mn_b,0.751084195525458,30,496.01210594177246
gp,mn_b,0.7264147191633848,30,496.01210594177246
gp,mn_b,0.7378525124044273,30,496.01210594177246
gp,mn_b,0.7448286515757269,30,496.01210594177246
gp,mn_b,0.7382687454369086,30,496.01210594177246
gp,mn_b,0.7509731085562353,30,496.01210594177246
gp,mn_b,0.7495208900355717,30,496.01210594177246
gp,mn_b,0.7347734494221673,30,496.01210594177246
gp,mn_b,0.7358551471481751,30,496.01210594177246
gp,mn_b,0.7208885975356017,30,496.01210594177246
gp,mn_b,0.7596211762694363,30,496.01210594177246
gp,mn_b,0.7518552601098086,30,496.01210594177246
gp,mn_b,0.7495210633471481,30,496.01210594177246
gp,mn_b,0.7418877112732719,30,496.01210594177246
gp,mn_b,0.738126232333534,30,496.01210594177246
gp,mn_b,0.7558326989217368,30,496.01210594177246
gp,mn_b,0.7393516453661848,30,496.01210594177246
gp,mn_b,0.7381468340961689,30,496.01210594177246
hb,mn_b,0.7424777157472601,90,315.6233961582184
hb,mn_b,0.7347215431379606,90,315.6233961582184
hb,mn_b,0.6822001079299949,90,315.6233961582184
hb,mn_b,0.7334293128809282,90,315.6233961582184
hb,mn_b,0.7228724270434808,90,315.6233961582184
hb,mn_b,0.733762173575542,90,315.6233961582184
hb,mn_b,0.7192355359158349,90,315.6233961582184
hb,mn_b,0.7697454179366882,90,315.6233961582184
hb,mn_b,0.7242891262839591,90,315.6233961582184
hb,mn_b,0.7788546031436693,90,315.6233961582184
hb,mn_b,0.7387553586715944,90,315.6233961582184
hb,mn_b,0.7224284115490132,90,315.6233961582184
hb,mn_b,0.7325769580978275,90,315.6233961582184
hb,mn_b,0.7351856595325577,90,315.6233961582184
hb,mn_b,0.7174174537975873,90,315.6233961582184
hb,mn_b,0.732279564976747,90,315.6233961582184
hb,mn_b,0.7510497846270473,90,315.6233961582184
hb,mn_b,0.7213457834065671,90,315.6233961582184
hb,mn_b,0.7249995220231626,90,315.6233961582184
hb,mn_b,0.7219321765232217,90,315.6233961582184
hb,mn_b,0.7265441599692398,90,315.6233961582184
hb,mn_b,0.7468395604069846,90,315.6233961582184
hb,mn_b,0.7212568167490969,90,315.6233961582184
hb,mn_b,0.7079869873585867,90,315.6233961582184
hb,mn_b,0.7090734422039072,90,315.6233961582184
hb,mn_b,0.7448568366776784,90,315.6233961582184
hb,mn_b,0.7411001445011808,90,315.6233961582184
hb,mn_b,0.731474543303953,90,315.6233961582184
hb,mn_b,0.7325084025995062,90,315.6233961582184
hb,mn_b,0.750793483267551,90,315.6233961582184
rs,mn_r,0.8074264396357048,30,251.76815938949585
rs,mn_r,0.809921037474085,30,251.76815938949585
rs,mn_r,0.8104031524931473,30,251.76815938949585
rs,mn_r,0.8286290419724978,30,251.76815938949585
rs,mn_r,0.8100042023863763,30,251.76815938949585
rs,mn_r,0.8325771288687671,30,251.76815938949585
rs,mn_r,0.822163603518107,30,251.76815938949585
rs,mn_r,0.8415755669935023,30,251.76815938949585
rs,mn_r,0.7861407402483401,30,251.76815938949585
rs,mn_r,0.8321918466194509,30,251.76815938949585
rs,mn_r,0.8019746187976162,30,251.76815938949585
rs,mn_r,0.8100962569769312,30,251.76815938949585
rs,mn_r,0.8281903973022219,30,251.76815938949585
rs,mn_r,0.8153685959286067,30,251.76815938949585
rs,mn_r,0.8194946755164008,30,251.76815938949585
rs,mn_r,0.8336784041512132,30,251.76815938949585
rs,mn_r,0.8297380359334326,30,251.76815938949585
rs,mn_r,0.8163676703062771,30,251.76815938949585
rs,mn_r,0.8182314629644175,30,251.76815938949585
rs,mn_r,0.8048568178177365,30,251.76815938949585
rs,mn_r,0.8344859490022684,30,251.76815938949585
rs,mn_r,0.8335177376861912,30,251.76815938949585
rs,mn_r,0.8197964238117118,30,251.76815938949585
rs,mn_r,0.8328626213561545,30,251.76815938949585
rs,mn_r,0.8169940949587614,30,251.76815938949585
rs,mn_r,0.8381166592791948,30,251.76815938949585
rs,mn_r,0.8275261722652706,30,251.76815938949585
rs,mn_r,0.7833036325485696,30,251.76815938949585
rs,mn_r,0.8091896634606244,30,251.76815938949585
rs,mn_r,0.8255550976889593,30,251.76815938949585
gp,mn_r,0.6506782693211242,30,528.7131168842316
gp,mn_r,0.6843663323236789,30,528.7131168842316
gp,mn_r,0.6956469788467885,30,528.7131168842316
gp,mn_r,0.7077657304162482,30,528.7131168842316
gp,mn_r,0.701710278675036,30,528.7131168842316
gp,mn_r,0.736994536565776,30,528.7131168842316
gp,mn_r,0.7337538780397588,30,528.7131168842316
gp,mn_r,0.7266194973381299,30,528.7131168842316
gp,mn_r,0.7585920713226291,30,528.7131168842316
gp,mn_r,0.7251236145967884,30,528.7131168842316
gp,mn_r,0.6879806175909479,30,528.7131168842316
gp,mn_r,0.6559296213409473,30,528.7131168842316
gp,mn_r,0.6430708682016889,30,528.7131168842316
gp,mn_r,0.7260920700078366,30,528.7131168842316
gp,mn_r,0.6843708345919449,30,528.7131168842316
gp,mn_r,0.7329042933906104,30,528.7131168842316
gp,mn_r,0.7123500230495287,30,528.7131168842316
gp,mn_r,0.7057337885863132,30,528.7131168842316
gp,mn_r,0.6766131019600975,30,528.7131168842316
gp,mn_r,0.7028432049444063,30,528.7131168842316
gp,mn_r,0.6752938076052701,30,528.7131168842316
gp,mn_r,0.659604398733504,30,528.7131168842316
gp,mn_r,0.7087180181213484,30,528.7131168842316
gp,mn_r,0.6994628835241992,30,528.7131168842316
gp,mn_r,0.6665317915395546,30,528.7131168842316
gp,mn_r,0.7229693767485458,30,528.7131168842316
gp,mn_r,0.6360508270974582,30,528.7131168842316
gp,mn_r,0.6382276502624912,30,528.7131168842316
gp,mn_r,0.6572333927715875,30,528.7131168842316
gp,mn_r,0.7325494059731273,30,528.7131168842316
hb,mn_r,0.8076985516745989,90,265.38255643844604
hb,mn_r,0.7887815601137727,90,265.38255643844604
hb,mn_r,0.7956133601890215,90,265.38255643844604
hb,mn_r,0.7988601611606467,90,265.38255643844604
hb,mn_r,0.7640960197581116,90,265.38255643844604
hb,mn_r,0.7539022453512657,90,265.38255643844604
hb,mn_r,0.7679044104544386,90,265.38255643844604
hb,mn_r,0.806558160141396,90,265.38255643844604
hb,mn_r,0.7698786890388354,90,265.38255643844604
hb,mn_r,0.7980761149750879,90,265.38255643844604
hb,mn_r,0.795725623576679,90,265.38255643844604
hb,mn_r,0.8022165172386353,90,265.38255643844604
hb,mn_r,0.7740876022674155,90,265.38255643844604
hb,mn_r,0.7992740471056626,90,265.38255643844604
hb,mn_r,0.8114756225141304,90,265.38255643844604
hb,mn_r,0.7905024251100358,90,265.38255643844604
hb,mn_r,0.7981202789983655,90,265.38255643844604
hb,mn_r,0.7698906443871673,90,265.38255643844604
hb,mn_r,0.8187289524788147,90,265.38255643844604
hb,mn_r,0.794487121070404,90,265.38255643844604
hb,mn_r,0.7828073143914197,90,265.38255643844604
hb,mn_r,0.7929621656440841,90,265.38255643844604
hb,mn_r,0.7950141216645499,90,265.38255643844604
hb,mn_r,0.7704237562692345,90,265.38255643844604
hb,mn_r,0.7929740011281997,90,265.38255643844604
hb,mn_r,0.7885422188136302,90,265.38255643844604
hb,mn_r,0.7808968326253513,90,265.38255643844604
hb,mn_r,0.7858874104487902,90,265.38255643844604
hb,mn_r,0.7759574895191619,90,265.38255643844604
hb,mn_r,0.8059847349589564,90,265.38255643844604
rs,mn_rb,0.32031362816381315,30,172.3970549106598
rs,mn_rb,0.32638278821066935,30,172.3970549106598
rs,mn_rb,0.32180218752736156,30,172.3970549106598
rs,mn_rb,0.33349995557539747,30,172.3970549106598
rs,mn_rb,0.3371767568312296,30,172.3970549106598
rs,mn_rb,0.332284798495997,30,172.3970549106598
rs,mn_rb,0.36882368189268505,30,172.3970549106598
rs,mn_rb,0.3257975767247605,30,172.3970549106598
rs,mn_rb,0.3331560894245302,30,172.3970549106598
rs,mn_rb,0.3276878219685348,30,172.3970549106598
rs,mn_rb,0.3678095253454853,30,172.3970549106598
rs,mn_rb,0.35532696780854844,30,172.3970549106598
rs,mn_rb,0.3457633223057551,30,172.3970549106598
rs,mn_rb,0.3532716310774771,30,172.3970549106598
rs,mn_rb,0.3464719619512717,30,172.3970549106598
rs,mn_rb,0.3238768738134546,30,172.3970549106598
rs,mn_rb,0.37421555592437816,30,172.3970549106598
rs,mn_rb,0.3460430424492544,30,172.3970549106598
rs,mn_rb,0.3537295297354348,30,172.3970549106598
rs,mn_rb,0.3351027364920215,30,172.3970549106598
rs,mn_rb,0.32679082437068924,30,172.3970549106598
rs,mn_rb,0.34401272919074816,30,172.3970549106598
rs,mn_rb,0.33500973707777737,30,172.3970549106598
rs,mn_rb,0.3231788418412857,30,172.3970549106598
rs,mn_rb,0.33538294731813406,30,172.3970549106598
rs,mn_rb,0.32935871482875334,30,172.3970549106598
rs,mn_rb,0.34891050752388425,30,172.3970549106598
rs,mn_rb,0.3589895824357215,30,172.3970549106598
rs,mn_rb,0.3336688603691935,30,172.3970549106598
rs,mn_rb,0.3043075670514378,30,172.3970549106598
gp,mn_rb,0.2743479141031323,30,422.7089183330536
gp,mn_rb,0.33203762604579057,30,422.7089183330536
gp,mn_rb,0.3520368740223806,30,422.7089183330536
gp,mn_rb,0.29224269147048115,30,422.7089183330536
gp,mn_rb,0.2901736043874121,30,422.7089183330536
gp,mn_rb,0.32922665373729854,30,422.7089183330536
gp,mn_rb,0.2834938912818519,30,422.7089183330536
gp,mn_rb,0.29389521763446286,30,422.7089183330536
gp,mn_rb,0.27897831152283437,30,422.7089183330536
gp,mn_rb,0.3303635030262923,30,422.7089183330536
gp,mn_rb,0.2957124974936758,30,422.7089183330536
gp,mn_rb,0.29244735170276603,30,422.7089183330536
gp,mn_rb,0.28880205998530273,30,422.7089183330536
gp,mn_rb,0.2844362780127097,30,422.7089183330536
gp,mn_rb,0.26036465741658854,30,422.7089183330536
gp,mn_rb,0.3217803376648757,30,422.7089183330536
gp,mn_rb,0.34257829527314343,30,422.7089183330536
gp,mn_rb,0.30608310901042235,30,422.7089183330536
gp,mn_rb,0.3130155307269049,30,422.7089183330536
gp,mn_rb,0.31273591123867933,30,422.7089183330536
gp,mn_rb,0.2989734317320488,30,422.7089183330536
gp,mn_rb,0.3279674457934644,30,422.7089183330536
gp,mn_rb,0.3026843881359585,30,422.7089183330536
gp,mn_rb,0.284186259138668,30,422.7089183330536
gp,mn_rb,0.2882406879872842,30,422.7089183330536
gp,mn_rb,0.3208657415921098,30,422.7089183330536
gp,mn_rb,0.2967074031793324,30,422.7089183330536
gp,mn_rb,0.2982014007411279,30,422.7089183330536
gp,mn_rb,0.27812299274162994,30,422.7089183330536
gp,mn_rb,0.3481588792554507,30,422.7089183330536
hb,mn_rb,0.3181838935257578,90,279.6347110271454
hb,mn_rb,0.2981854677445681,90,279.6347110271454
hb,mn_rb,0.3016007648546166,90,279.6347110271454
hb,mn_rb,0.2724539774307909,90,279.6347110271454
hb,mn_rb,0.31875283479714345,90,279.6347110271454
hb,mn_rb,0.26737278808545084,90,279.6347110271454
hb,mn_rb,0.27499319551543977,90,279.6347110271454
hb,mn_rb,0.2861905611578334,90,279.6347110271454
hb,mn_rb,0.29051804641276396,90,279.6347110271454
hb,mn_rb,0.30320550621111325,90,279.6347110271454
hb,mn_rb,0.2615709036625468,90,279.6347110271454
hb,mn_rb,0.2736979436133017,90,279.6347110271454
hb,mn_rb,0.2871688910641819,90,279.6347110271454
hb,mn_rb,0.25701432077564124,90,279.6347110271454
hb,mn_rb,0.25515162816043147,90,279.6347110271454
hb,mn_rb,0.29175360152700003,90,279.6347110271454
hb,mn_rb,0.2923211583830991,90,279.6347110271454
hb,mn_rb,0.32190985044848835,90,279.6347110271454
hb,mn_rb,0.28863060981698385,90,279.6347110271454
hb,mn_rb,0.29192635006120915,90,279.6347110271454
hb,mn_rb,0.28348185180676194,90,279.6347110271454
hb,mn_rb,0.2805315168451291,90,279.6347110271454
hb,mn_rb,0.29321148074324743,90,279.6347110271454
hb,mn_rb,0.3145238239753714,90,279.6347110271454
hb,mn_rb,0.2598217817134781,90,279.6347110271454
hb,mn_rb,0.3001220499738573,90,279.6347110271454
hb,mn_rb,0.32011701890627803,90,279.6347110271454
hb,mn_rb,0.2859697179186605,90,279.6347110271454
hb,mn_rb,0.2658216610250653,90,279.6347110271454
hb,mn_rb,0.3153587136163779,90,279.6347110271454
